num,global_rounds,id_list
77,74,"[47, 23, 20, 75, 1, 53, 7, 85, 33, 44, 6, 67, 59, 77, 16, 34, 46, 81, 54, 3, 21, 12, 31, 19, 84, 38, 43, 73, 82, 72, 4, 98, 71, 69, 78, 28, 65, 26, 18, 48, 99, 94, 2, 68, 63, 58, 25, 49, 17, 96, 36, 8, 61, 70, 62, 0, 56, 9, 51, 5]"
78,75,"[52, 51, 81, 37, 26, 61, 38, 12, 50, 42, 68, 3, 85, 18, 87, 44, 92, 1, 39, 24, 54, 21, 25, 29, 59, 83, 99, 23, 45, 41, 53, 31, 67, 43, 58, 94, 48, 16, 0, 74, 14, 55, 10, 77, 30, 65, 20, 47, 27, 6, 49, 13, 11, 75, 64, 95, 70, 91, 46, 57]"
79,76,"[74, 7, 21, 97, 67, 95, 42, 32, 87, 81, 2, 37, 9, 23, 62, 31, 39, 26, 8, 90, 88, 83, 72, 55, 12, 86, 6, 13, 3, 60, 96, 57, 10, 33, 78, 65, 51, 0, 53, 92, 41, 38, 58, 66, 71, 61, 80, 44, 79, 75, 36, 48, 4, 47, 85, 45, 49, 69, 40, 22]"
80,77,"[44, 84, 4, 14, 24, 91, 35, 76, 43, 26, 82, 34, 42, 55, 23, 70, 12, 63, 0, 53, 48, 69, 86, 66, 98, 92, 64, 1, 29, 85, 83, 80, 7, 72, 59, 25, 79, 71, 6, 90, 36, 96, 3, 2, 46, 73, 93, 41, 22, 16, 60, 87, 67, 38, 61, 8, 19, 18, 56, 89]"
81,78,"[54, 93, 28, 12, 40, 38, 59, 1, 99, 27, 29, 89, 0, 53, 14, 91, 96, 72, 61, 9, 82, 34, 2, 25, 6, 4, 65, 44, 76, 63, 37, 92, 39, 79, 42, 46, 83, 73, 90, 31, 55, 70, 32, 47, 75, 20, 18, 80, 3, 95, 67, 74, 19, 68, 15, 85, 78, 30, 35, 66]"
82,79,"[34, 9, 59, 67, 94, 49, 14, 41, 80, 74, 10, 63, 3, 56, 25, 65, 15, 97, 68, 12, 53, 55, 79, 76, 0, 11, 52, 82, 16, 91, 72, 98, 90, 19, 47, 4, 18, 88, 87, 6, 62, 36, 81, 13, 32, 37, 61, 35, 73, 17, 40, 57, 50, 77, 29, 44, 89, 71, 30, 93]"
83,80,"[61, 72, 34, 54, 35, 43, 16, 78, 4, 44, 22, 32, 38, 39, 99, 31, 62, 85, 88, 7, 90, 98, 15, 76, 53, 58, 77, 23, 40, 51, 30, 73, 92, 52, 17, 50, 71, 45, 84, 55, 1, 24, 93, 67, 79, 94, 36, 5, 28, 13, 97, 11, 91, 33, 42, 6, 82, 25, 37, 47]"
84,81,"[6, 46, 1, 60, 78, 74, 53, 82, 64, 85, 29, 33, 28, 67, 47, 12, 27, 81, 14, 13, 52, 66, 7, 34, 86, 91, 18, 68, 17, 21, 25, 75, 48, 93, 20, 61, 22, 92, 50, 63, 8, 11, 40, 70, 98, 32, 55, 24, 84, 51, 88, 59, 49, 19, 58, 9, 0, 44, 99, 38]"
85,82,"[9, 76, 55, 36, 54, 93, 89, 5, 42, 8, 2, 7, 87, 33, 38, 1, 44, 88, 45, 41, 71, 65, 34, 97, 75, 37, 96, 99, 35, 67, 51, 14, 53, 18, 59, 69, 16, 26, 92, 4, 24, 80, 29, 23, 66, 21, 10, 43, 6, 58, 81, 13, 3, 46, 98, 57, 91, 0, 39, 22]"
86,83,"[6, 83, 59, 97, 51, 8, 65, 73, 9, 3, 5, 39, 36, 32, 72, 35, 61, 47, 91, 2, 22, 18, 27, 24, 53, 42, 66, 90, 64, 1, 68, 45, 52, 62, 55, 63, 99, 14, 94, 0, 80, 20, 70, 57, 19, 54, 89, 67, 50, 40, 4, 78, 34, 16, 10, 56, 85, 77, 44, 25]"
87,84,"[49, 68, 78, 74, 17, 39, 19, 94, 21, 35, 90, 24, 75, 50, 31, 65, 88, 79, 2, 51, 83, 99, 69, 7, 53, 20, 42, 32, 0, 77, 29, 16, 56, 96, 73, 22, 1, 87, 57, 76, 33, 3, 86, 46, 28, 11, 10, 6, 55, 18, 38, 81, 80, 93, 48, 71, 92, 45, 13, 27]"
88,85,"[34, 4, 47, 6, 15, 22, 9, 28, 84, 74, 25, 18, 64, 46, 40, 61, 85, 23, 76, 65, 20, 17, 70, 57, 86, 41, 21, 56, 54, 92, 83, 27, 42, 67, 32, 0, 63, 75, 45, 31, 16, 72, 10, 69, 97, 82, 94, 87, 19, 89, 90, 30, 81, 13, 52, 24, 99, 5, 59, 68]"
89,86,"[53, 48, 54, 59, 89, 86, 1, 4, 14, 94, 67, 8, 84, 27, 97, 98, 46, 49, 12, 17, 60, 44, 57, 51, 36, 15, 81, 43, 9, 3, 40, 72, 7, 34, 77, 63, 25, 11, 62, 56, 64, 93, 47, 83, 85, 79, 32, 92, 66, 88, 30, 29, 23, 61, 31, 80, 13, 22, 75, 16]"
90,87,"[10, 9, 1, 60, 85, 30, 2, 41, 13, 94, 50, 59, 38, 65, 33, 21, 18, 55, 19, 36, 16, 58, 62, 24, 47, 98, 89, 7, 20, 95, 51, 26, 39, 76, 23, 31, 80, 27, 91, 4, 93, 37, 57, 77, 45, 48, 87, 28, 72, 53, 25, 84, 0, 99, 22, 79, 63, 35, 56, 83]"
91,88,"[99, 9, 1, 56, 73, 53, 83, 95, 63, 76, 98, 43, 79, 77, 89, 16, 12, 68, 0, 97, 64, 32, 22, 52, 21, 71, 5, 91, 41, 6, 50, 44, 51, 80, 62, 28, 30, 69, 78, 40, 42, 34, 7, 31, 2, 39, 45, 3, 27, 38, 60, 94, 49, 92, 75, 24, 10, 11, 96, 46]"
92,89,"[89, 12, 13, 5, 29, 21, 18, 56, 34, 85, 78, 45, 82, 84, 9, 75, 54, 8, 6, 47, 40, 73, 61, 51, 22, 38, 15, 58, 53, 60, 86, 67, 19, 39, 28, 69, 23, 44, 88, 99, 62, 52, 83, 91, 30, 66, 16, 42, 2, 79, 97, 31, 70, 93, 0, 74, 98, 41, 76, 49]"
93,90,"[2, 18, 96, 87, 74, 52, 39, 5, 66, 16, 36, 3, 91, 70, 24, 21, 84, 82, 98, 86, 14, 29, 95, 10, 90, 25, 56, 41, 88, 65, 1, 77, 79, 83, 31, 76, 38, 94, 17, 35, 43, 80, 73, 7, 89, 97, 55, 69, 71, 92, 61, 13, 23, 85, 44, 30, 40, 59, 15, 9]"
94,91,"[75, 87, 56, 41, 58, 65, 53, 66, 62, 17, 4, 46, 47, 0, 76, 31, 95, 50, 71, 92, 23, 72, 96, 82, 68, 59, 42, 26, 73, 80, 90, 43, 33, 3, 19, 78, 27, 44, 60, 29, 69, 35, 6, 39, 93, 28, 13, 85, 12, 20, 77, 22, 2, 45, 1, 79, 7, 61, 49, 54]"
95,92,"[96, 15, 16, 49, 44, 21, 63, 71, 82, 93, 38, 70, 76, 87, 11, 55, 57, 89, 27, 64, 58, 48, 47, 18, 42, 14, 34, 45, 91, 28, 9, 29, 77, 1, 52, 94, 3, 74, 75, 23, 2, 41, 84, 24, 68, 56, 60, 88, 8, 66, 46, 36, 85, 10, 54, 69, 80, 95, 65, 31]"
96,93,"[1, 76, 79, 98, 15, 24, 25, 33, 2, 4, 92, 51, 60, 10, 5, 40, 93, 44, 26, 77, 22, 66, 52, 86, 36, 96, 32, 42, 20, 13, 17, 83, 89, 9, 46, 38, 85, 59, 97, 57, 50, 71, 11, 35, 16, 67, 75, 99, 55, 14, 39, 90, 62, 87, 12, 48, 65, 84, 0, 30]"
97,94,"[47, 52, 43, 83, 85, 5, 40, 37, 88, 95, 29, 87, 96, 2, 20, 57, 24, 70, 51, 48, 18, 8, 79, 69, 64, 78, 31, 74, 17, 45, 12, 93, 60, 81, 7, 82, 49, 19, 56, 38, 14, 42, 98, 90, 10, 72, 1, 80, 55, 62, 4, 54, 6, 39, 9, 91, 65, 32, 13, 41]"
98,95,"[20, 29, 15, 87, 88, 21, 8, 59, 3, 11, 92, 53, 56, 71, 17, 55, 51, 68, 95, 40, 62, 44, 86, 76, 49, 78, 14, 66, 45, 36, 64, 30, 6, 23, 99, 94, 7, 77, 39, 0, 2, 72, 37, 46, 12, 35, 32, 97, 80, 26, 33, 34, 18, 25, 41, 74, 73, 28, 52, 24]"
99,96,"[96, 44, 24, 14, 49, 55, 67, 0, 1, 62, 97, 66, 28, 41, 76, 20, 98, 25, 94, 58, 5, 68, 89, 48, 57, 13, 61, 47, 6, 64, 72, 46, 59, 52, 34, 95, 74, 31, 4, 33, 35, 39, 93, 86, 91, 2, 38, 83, 50, 45, 18, 88, 82, 15, 90, 65, 99, 85, 78, 92]"
100,97,"[47, 65, 74, 4, 60, 58, 7, 50, 37, 57, 44, 43, 35, 61, 55, 34, 26, 25, 29, 13, 46, 2, 9, 59, 36, 95, 84, 92, 71, 38, 40, 51, 8, 39, 97, 6, 63, 48, 45, 17, 93, 24, 56, 49, 62, 28, 77, 30, 89, 67, 99, 16, 75, 69, 83, 21, 14, 87, 90, 27]"
101,98,"[67, 2, 0, 58, 76, 93, 1, 79, 11, 40, 30, 81, 90, 37, 83, 56, 48, 17, 68, 98, 64, 99, 46, 82, 49, 20, 15, 13, 45, 65, 21, 86, 96, 89, 57, 3, 22, 12, 80, 50, 72, 23, 55, 24, 34, 53, 73, 47, 41, 6, 42, 9, 84, 77, 97, 7, 70, 33, 38, 36]"
102,99,"[23, 94, 91, 15, 14, 97, 9, 82, 10, 77, 43, 57, 11, 85, 0, 75, 95, 29, 63, 36, 2, 53, 47, 18, 61, 76, 67, 81, 64, 31, 72, 48, 96, 86, 46, 60, 30, 49, 42, 32, 52, 45, 65, 3, 39, 22, 5, 19, 80, 1, 93, 84, 56, 40, 62, 55, 21, 87, 59, 38]"
103,100,"[21, 13, 39, 91, 82, 46, 23, 69, 81, 33, 52, 38, 78, 2, 53, 12, 70, 49, 1, 67, 43, 31, 29, 17, 36, 76, 51, 74, 10, 40, 66, 47, 88, 32, 89, 41, 61, 15, 44, 59, 96, 25, 14, 83, 6, 50, 26, 77, 63, 93, 0, 48, 64, 71, 79, 54, 90, 34, 80, 84]"
