8,6,"[8, 5, 13, 9, 17, 3, 7, 0, 14, 15]"
9,7,"[9, 1, 17, 12, 8, 5, 11, 2, 16, 4]"
10,8,"[17, 5, 15, 11, 3, 19, 1, 9, 4, 7]"
11,9,"[13, 2, 18, 1, 4, 9, 7, 10, 14, 16]"
12,10,"[4, 12, 2, 15, 16, 19, 11, 8, 3, 9]"
13,11,"[0, 13, 15, 2, 19, 8, 4, 6, 1, 14]"
14,12,"[1, 8, 4, 3, 7, 19, 13, 17, 15, 0]"
15,13,"[18, 19, 8, 2, 6, 11, 15, 1, 3, 4]"
16,14,"[12, 11, 5, 19, 3, 4, 9, 1, 2, 13]"
17,15,"[8, 6, 9, 18, 13, 12, 3, 10, 1, 4]"
18,16,"[8, 1, 6, 17, 11, 4, 9, 0, 3, 15]"
19,17,"[4, 17, 12, 6, 19, 7, 15, 11, 10, 13]"
20,18,"[19, 7, 8, 5, 17, 13, 18, 10, 9, 12]"
21,19,"[19, 10, 11, 3, 13, 4, 9, 5, 1, 6]"
22,20,"[13, 0, 18, 16, 2, 14, 4, 8, 6, 11]"
23,21,"[16, 7, 1, 5, 13, 10, 9, 2, 18, 11]"
24,22,"[18, 1, 17, 10, 19, 3, 5, 13, 12, 14]"
25,23,"[2, 19, 14, 13, 11, 17, 1, 16, 3, 8]"
26,24,"[1, 13, 4, 0, 19, 9, 10, 3, 8, 5]"
27,25,"[19, 8, 0, 18, 9, 16, 13, 3, 2, 1]"
28,26,"[8, 5, 1, 3, 0, 18, 12, 16, 19, 17]"
29,27,"[6, 17, 12, 14, 10, 2, 13, 8, 19, 7]"
30,28,"[16, 7, 5, 11, 9, 19, 6, 3, 14, 1]"
31,29,"[2, 1, 16, 14, 0, 9, 8, 13, 15, 11]"
32,30,"[3, 15, 12, 7, 13, 9, 2, 18, 17, 1]"
33,31,"[9, 6, 3, 14, 12, 7, 11, 18, 19, 13]"
34,32,"[8, 6, 3, 12, 1, 11, 10, 5, 13, 15]"
35,33,"[16, 2, 5, 18, 10, 9, 3, 0, 14, 8]"
36,34,"[12, 16, 15, 2, 14, 3, 9, 11, 13, 1]"
37,35,"[7, 11, 6, 15, 14, 5, 1, 4, 13, 0]"
38,36,"[11, 14, 6, 3, 7, 17, 19, 0, 8, 10]"
39,37,"[17, 1, 3, 15, 9, 5, 2, 0, 10, 12]"
40,38,"[0, 6, 9, 13, 5, 11, 4, 1, 12, 2]"
41,39,"[19, 10, 5, 3, 0, 7, 14, 6, 16, 2]"
42,40,"[13, 11, 17, 9, 8, 6, 1, 7, 18, 0]"
43,41,"[18, 12, 6, 16, 17, 3, 8, 9, 14, 5]"
44,42,"[3, 2, 7, 18, 16, 1, 0, 11, 4, 9]"
45,43,"[10, 4, 17, 11, 3, 5, 9, 14, 1, 19]"
46,44,"[6, 12, 9, 15, 14, 10, 8, 3, 7, 13]"
47,45,"[2, 15, 8, 10, 12, 0, 9, 1, 16, 18]"
48,46,"[1, 11, 12, 9, 10, 15, 6, 18, 3, 14]"
49,47,"[5, 8, 9, 15, 16, 18, 3, 4, 7, 14]"
50,48,"[12, 19, 7, 11, 14, 0, 17, 9, 13, 15]"
51,49,"[5, 15, 12, 14, 1, 3, 16, 13, 19, 4]"
52,50,"[14, 3, 11, 13, 7, 19, 0, 4, 15, 12]"
